1940;Show the average, minimum, and maximum capacity for all the cinemas opened in year 2011 or later.
1941;Show each location and the number of cinemas there.
1942;What is the location with the most cinemas opened in year 2010 or later?
1943;Show all the locations with at least two cinemas with capacity above 300.
1944;Which locations have 2 or more cinemas with capacity over 300?
1945;Show the title and director for all films.
1946;What are the title and director of each film?
1947;Show all directors.
1948;Who are all the directors?
1949;List all directors along with the number of films directed by each director.
1953;Show cinema name, film title, date, and price for each record in schedule.
1955;Show director with the largest number of show times in total.
1956;Find the locations that have more than one movie theater with capacity above 300.
1957;In which locations are there more than one movie theater with capacity above 300?
1958;How many films have the word 'Dummy' in their titles?
1959;Count the number of films whose title contains the word 'Dummy'.
1960;Are the customers holding coupons with amount 500 bad or good?
1964;What is the id of the product that is booked for 3 times?
1965;What is the product description of the product booked with an amount of 102.76?
1967;What are the names of products whose availability equals to 1?
1968;How many different product types are there?
1969;What are the first name, last name, and gender of all the good customers? Order by their last name.
1971;What are the maximum, minimum, and average booked count for the products booked?
1973;What are the daily hire costs for the products with substring 'Book' in its name?
1977;What are the names and descriptions of the products that are of 'Cutlery' type and have daily hire cost lower than 20?
1978;How many phones are there?
1979;List the names of phones in ascending order of price.
1980;What are the memories and carriers of phones?
1981;List the distinct carriers of phones with memories bigger than 32.
1982;"Show the names of phones with carrier either ""Sprint"" or ""TMobile""."
1983;What is the carrier of the most expensive phone?
1984;Show different carriers of phones together with the number of phones with each carrier.
1985;Show the most frequently used carrier of the phones.
1987;Show the names of phones and the districts of markets they are on.
1988;Show the names of phones and the districts of markets they are on, in ascending order of the ranking of the market.
1989;Show the names of phones that are on market with number of shops greater than 50.
1990;For each phone, show its names and total number of stocks.
1991;Show the names of phones that have total number of stocks bigger than 2000, in descending order of the total number of stocks.
2013;Show gas station id, location, and manager_name for all gas stations ordered by open year.
2014;What are the gas station ids, locations, and manager names for the gas stations ordered by opening year?
2015;How many gas station are opened between 2000 and 2005?
2016;What is the total number of gas stations that opened between 2000 and 2005?
2017;Show all locations and the number of gas stations in each location ordered by the count.
2018;For each location, how many gas stations are there in order?
2027;Show the manager name for gas stations belonging to the ExxonMobil company.
2028;What are the names of the managers for gas stations that are operated by the ExxonMobil company?
2029;Show all locations where a gas station for company with market value greater than 100 is located.
2030;What are the locations that have gas stations owned by a company with a market value greater than 100?
2031;Show the manager name with most number of gas stations opened after 2000.
2032;What is the name of the manager with the most gas stations that opened after 2000?
2033;order all gas station locations by the opening year.
2034;What are the locations of all the gas stations ordered by opening year?
2037;find the location and Representative name of the gas stations owned by the companies with top 3 Asset amounts.
2038;What are the locations and representatives' names of the gas stations owned by the companies with the 3 largest amounts of assets?
2039;How many regions do we have?
2040;Count the number of regions.
2043;How many parties do we have?
2044;Count the number of different parties.
2045;Show the ministers and the time they took and left office, listed by the time they left office.
2046;Who are the ministers, when did they take office, and when did they leave office, ordered by when they left office?
2047;Show the minister who took office after 1961 or before 1959.
2048;Who are the ministers who took office after 1961 or before 1959?
2049;Show all ministers who do not belong to Progress Party.
2050;Which ministers are not a part of the Progress Party?
2051;Show all ministers and parties they belong to in descending order of the time they took office.
2052;Who are the ministers and what parties do they belong to, listed descending by the times they took office?
2053;Return the minister who left office at the latest time.
2054;Which minister left office the latest?
2055;List member names and their party names.
2056;What are the names of members and their corresponding parties?
2061;Show all party names and their region names.
2062;What are the names of parties and their respective regions?
2067;Show member names that are not in the Progress Party.
2068;Which member names corresponding to members who are not in the Progress Party?
2069;How many party events do we have?
2070;Count the number of party events.
2079;find the event names that have more than 2 records.
2080;Which event names were used more than twice for party events?
2081;How many Annual Meeting events happened in the United Kingdom region?
2082;Count the number of Annual Meeting events that took place in the region of the United Kingdom.
2083;How many pilots are there?
2084;List the names of pilots in ascending order of rank.
2085;What are the positions and teams of pilots?
2086;List the distinct positions of pilots older than 30.
2087;"Show the names of pilots from team ""Bradley"" or ""Fordham""."
2088;What is the joined year of the pilot of the highest rank?
2089;What are the different nationalities of pilots? Show each nationality and the number of pilots of each nationality.
2090;Show the most common nationality of pilots.
2092;Show the names of pilots and models of aircrafts they have flied with.
2093;Show the names of pilots and fleet series of the aircrafts they have flied with in ascending order of the rank of the pilot.
2094;Show the fleet series of the aircrafts flied by pilots younger than 34
2095;Show the names of pilots and the number of records they have.
2096;Show names of pilots that have more than one record.
2131;List all department names ordered by their starting date.
2132;find all dependent names who have a spouse relation with some employee.
2133;how many female dependents are there?
2134;Find the names of departments that are located in Houston.
2135;Return the first names and last names of employees who earn more than 30000 in salary.
2136;Find the number of employees of each gender whose salary is lower than 50000.
2137;list the first and last names, and the addresses of all employees in the ascending order of their birth date.
2140;How many events have each participants attended? List the participant id, type and the number.
2141;What are all the the participant ids, type code and details?
2142;How many participants belong to the type 'Organizer'?
2143;List the type of the services in alphabetical order.
2145;How many events had participants whose details had the substring 'Dr.'
2146;What is the most common participant type?
2152;What are all the distinct participant ids who attended any events?
2153;What is the name of the race held most recently?
2154;What is the name of the race that occurred most recently?
2155;What is the name and date of the most recent race?
2156;What is the name and date of the race that occurred most recently?
2157;Find the names of all races held in 2017.
2158;What are the names of all the races that occurred in the year 2017?
2159;Find the distinct names of all races held between 2014 and 2017?
2160;What are the unique names of all race held between 2014 and 2017?
2161;List the forename and surname of all distinct drivers who once had laptime less than 93000 milliseconds?
2162;What are the forenames and surnames of all unique drivers who had a lap time of less than 93000 milliseconds?
2163;Find all the distinct id and nationality of drivers who have had laptime more than 100000 milliseconds?
2164;What are the different driver ids and nationalities of all drivers who had a laptime of more than 100000 milliseconds?
2165;What are the forename and surname of the driver who has the smallest laptime?
2166;What is the forename and surname of the driver with the shortest laptime?
2167;What is the id and family name of the driver who has the longest laptime?
2168;What is the id and last name of the driver with the longest laptime?
2175;Give me a list of names and years of races that had any driver whose forename is Lewis?
2176;What are the names and years of all races that had a driver with the last name Lewis?
2177;Find the forename and surname of drivers whose nationality is German?
2178;What is the first and last name of all the German drivers?
2183;Find all the forenames of distinct drivers who was in position 1 as standing and won?
2184;What are all the different first names of the drivers who are in position as standing and won?
2185;Find all the forenames of distinct drivers who won in position 1 as driver standing and had more than 20 points?
2186;What are the first names of the different drivers who won in position 1 as driver standing and had more than 20 points?
2187;What are the numbers of constructors for different nationalities?
2188;For each nationality, how many different constructors are there?
2189;What are the numbers of races for each constructor id?
2190;For each constructor id, how many races are there?
2191;What are the names of races that were held after 2017 and the circuits were in the country of Spain?
2192;What are the names of the races held after 2017 in Spain?
2193;What are the unique names of races that held after 2000 and the circuits were in Spain?
2194;What are the names of all races held after 2000 in Spain?
2199;List the forenames of all distinct drivers in alphabetical order?
2200;What are the first names of all the different drivers in alphabetical order?
2201;List the names of all distinct races in reversed  lexicographic order?
2202;What are the different names of all the races in reverse alphabetical order?
2203;What are the names of races held between 2009 and 2011?
2204;What are the names of all races held between 2009 and 2011?
2205;What are the names of races held after 12:00:00 or before 09:00:00?
2206;What are the names of all races that occurred after 12:00:00 or before 09:00:00?
2207;What are the drivers' first, last names and id who had more than 8 pit stops or participated in more than 5 race results?
2208;What are the drivers' first names,last names, and ids for all those that had more than 8 stops or participated in more than 5 races?
2211;What is the id and last name of the driver who participated in the most races after 2010?
2212;What is the id and last name of the driver who participated in the most races after 2010?
2213;What are the names of circuits that belong to UK or Malaysia?
2214;What are the names of all the circuits that are in the UK or Malaysia?
2215;Find the id and location of circuits that belong to France or Belgium?
2216;What are the ids and locations of all circuits in France or Belgium?
2217;Find the names of Japanese constructors that have once earned more than 5 points?
2218;What are the names of all the Japanese constructors that have earned more than 5 points?
2221;What is the maximum fastest lap speed in race named 'Monaco Grand Prix' in 2008 ?
2222;What is the maximum fastest lap speed in the Monaco Grand Prix in 2008?
2227;Find the id, forename and number of races of all drivers who have at least participated in two races?
2228;What is the id, forename, and number of races for all drivers that have participated in at least 2 races?
2229;Find the driver id and number of races of all drivers who have at most participated in 30 races?
2230;For each id of a driver who participated in at most 30 races, how many races did they participate in?
2231;Find the id and surname of the driver who participated the most number of races?
2232;What are the ids and last names of all drivers who participated in the most races?
2233;How many technicians are there?
2234;What is the number of technicians?
2235;List the names of technicians in ascending order of age.
2236;What are the names of the technicians by ascending order of age?
2237;What are the team and starting year of technicians?
2238;What is the team and starting year for each technician?
2239;"List the name of technicians whose team is not ""NYY""."
2240;What is the name of the technician whose team is not 'NYY'?
2241;Show the name of technicians aged either 36 or 37
2242;What are the names of the technicians aged either 36 or 37?
2243;What is the starting year of the oldest technicians?
2244;What is the starting year for the oldest technician?
2245;Show different teams of technicians and the number of technicians in each team.
2246;For each team, how many technicians are there?
2247;Please show the team that has the most number of technicians.
2248;What are the teams with the most technicians?
2249;Show the team that have at least two technicians.
2250;What is the team with at least 2 technicians?
2251;Show names of technicians and series of machines they are assigned to repair.
2252;What are the names of technicians and the machine series that they repair?
2253;Show names of technicians in ascending order of quality rank of the machine they are assigned.
2254;What are the names of the technicians by ascending order of quality rank for the machine they are assigned?
2255;Show names of technicians who are assigned to repair machines with value point more than 70.
2256;What are the names of the technicians that are assigned to repair machines with more point values than 70?
2257;Show names of technicians and the number of machines they are assigned to repair.
2258;What are the names of the technicians  and how many machines are they assigned to repair?
2263;How many entrepreneurs are there?
2264;Count the number of entrepreneurs.
2265;List the companies of entrepreneurs in descending order of money requested.
2266;What are the companies of entrepreneurs, ordered descending by amount of money requested?
2267;List the companies and the investors of entrepreneurs.
2268;What are the companies and investors that correspond to each entrepreneur?
2269;What is the average money requested by all entrepreneurs?
2270;Return the average money requested across all entrepreneurs.
2271;What are the names of people in ascending order of weight?
2272;Return the names of people, ordered by weight ascending.
2273;What are the names of entrepreneurs?
2274;Return the names of entrepreneurs.
2275;"What are the names of entrepreneurs whose investor is not ""Rachel Elnaugh""?"
2276;Return the names of entrepreneurs do no not have the investor Rachel Elnaugh.
2277;What is the weight of the shortest person?
2278;Return the weight of the shortest person.
2279;What is the name of the entrepreneur with the greatest weight?
2280;Return the name of the heaviest entrepreneur.
2281;What is the total money requested by entrepreneurs with height more than 1.85?
2282;Give the total money requested by entrepreneurs who are taller than 1.85.
2283;"What are the dates of birth of entrepreneurs with investor ""Simon Woodroffe"" or ""Peter Jones""?"
2284;Return the dates of birth for entrepreneurs who have either the investor Simon Woodroffe or Peter Jones.
2285;What are the weights of entrepreneurs in descending order of money requested?
2286;Return the weights of entrepreneurs, ordered descending by amount of money requested.
2287;What are the investors of entrepreneurs and the corresponding number of entrepreneurs invested by each investor?
2288;How many entrepreneurs correspond to each investor?
2289;What is the investor that has invested in the most number of entrepreneurs?
2290;Return the investor who have invested in the greatest number of entrepreneurs.
2291;What are the investors that have invested in at least two entrepreneurs?
2292;Return the investors who have invested in two or more entrepreneurs.
2293;List the names of entrepreneurs and their companies in descending order of money requested?
2294;What are the names of entrepreneurs and their corresponding investors, ordered descending by the amount of money requested?
2299;How many distinct companies are there?
2300;Count the number of different companies.
2301;Show the company of the tallest entrepreneur.
2302;Which company was started by the entrepreneur with the greatest height?
2303;How many perpetrators are there?
2308;What are the names of people in ascending order of height?
2321;How many distinct locations of perpetrators are there?
2324;Report the name of all campuses in Los Angeles county.
2325;What campuses are located in the county of Los Angeles?
2326;What are the names of all campuses located at Chico?
2327;What campuses are located in Chico?
2328;Find all the campuses opened in 1958.
2329;What are the campuses that opened in 1958?
2330;Find the name of the campuses opened before 1800.
2331;What campuses opened before 1800?
2332;Which campus was opened between 1935 and 1939?
2333;What campuses opened between 1935 and 1939?
2334;Find the name of the campuses that is in Northridge, Los Angeles or in San Francisco, San Francisco.
2335;What campuses are located in Northridge, Los Angeles or in San Francisco, San Francisco?
2344;Which university is in Los Angeles county and opened after 1950?
2345;What campuses are located in Los Angeles county and opened after 1950?
2350;Which campus has the most faculties in year 2003?
2351;What campus has the most faculties in 2003?
2352;Find the average fee on a CSU campus in 1996
2353;What is the average fee for a CSU campus in the year of 1996?
2354;What is the average fee on a CSU campus in 2005?
2355;What is the average fee for a CSU campus in the year of 2005?
2356;report the total number of degrees granted between 1998 and 2002.
2357;how many degrees were conferred between 1998 and 2002?
2358;For each Orange county campus, report the number of degrees granted after 2000.
2359;What is the total number of degrees granted after 2000 for each Orange county campus?
2364;How many campuses are there in Los Angeles county?
2365;How many campuses exist are in the county of LA?
2366;List the campuses in Los Angeles county.
2367;What campuses are in Los Angeles county?
2384;"How many undergraduates are there in ""San Jose State University"" in year 2004?"
2385;How many undergraduates are there at San Jose State
2386;"What is the number of graduates in ""San Francisco State University"" in year 2004?"
2387;How many people graduated from San Francisco State University in 2004?
2388;"What is the campus fee of ""San Francisco State University"" in year 2000?"
2389;In the year 2000, what is the campus fee for San Francisco State University?
2390;"Find the campus fee of ""San Jose State University"" in year 2000."
2391;What is the campus fee in the year 2000 for San Jose State University?
2392;How many CSU campuses are there?
2393;What is the total number of campuses?
2394;How many candidates are there?
2395;Count the number of candidates.
2396;Which poll resource provided the most number of candidate information?
2397;Return the poll resource associated with the most candidates.
2398;what are the top 3 highest support rates?
2399;Return the top 3 greatest support rates.
2406;List all people names in the order of their date of birth from old to young.
2407;What are the names of all people, ordered by their date of birth?
2408;Find the average height and weight for all males (sex is M).
2409;What are the average height and weight across males (sex is M)?
2410;find the names of people who are taller than 200 or lower than 190.
2411;What are the names of people who have a height greater than 200 or less than 190?
2412;Find the average and minimum weight for each gender.
2413;What are the average and minimum weights for people of each sex?
2424;how many people are there whose weight is higher than 85 for each gender?
2425;Count the number of people of each sex who have a weight higher than 85.
2432;List all info about all people.
2433;What is all the information about all people?
2434;Find the titles of all movies directed by steven spielberg.
2435;What are the names of all movies directed by Steven Spielberg?
2436;What is the name of the movie produced after 2000 and directed by James Cameron?
2437;What are the titles of all movies that James Cameron directed after 2000?
2438;How many movies were made before 2000?
2439;How many movies were made before 2000?
2440;Who is the director of movie Avatar?
2441;Who directed Avatar?
2442;How many reviewers listed?
2443;How many reviewers are there?
2444;What is the id of the reviewer whose name has substring “Mike”?
2445;"What is the id of the reviewer whose name includes the word ""Mike""?"
2446;What is the reviewer id of Daniel Lewis?
2447;What is the id of the reviewer named Daniel Lewis?
2448;What is the total number of ratings that has more than 3 stars?
2449;How many movie ratings have more than 3 stars?
2450;What is the lowest and highest rating star?
2451;What is the maximum and mininum number of stars a rating can receive?
2454;What are the names of directors who directed movies with 5 star rating? Also return the title of these movies.
2455;What are the names of the directors who created a movie with a 5 star rating, and what was the name of those movies?
2456;What is the average rating star for each reviewer?
2457;What is the average number of stars that each reviewer awards for a movie?
2472;Return reviewer name, movie title, stars, and ratingDate. And sort the data first by reviewer name, then by movie title, and lastly by number of stars.
2473;What is the reviewer name, film title, movie rating, and rating date  for every movie ordered by reviewer name, movie title, then finally rating?
2476;Find the names of all reviewers who rated Gone with the Wind.
2477;What are the names of all the different reviewers who rates Gone with the Wind?
2478;Find the names of all directors whose movies are rated by Sarah Martinez.
2479;What are the names of all directors whose movies have been reviewed by Sarah Martinez?
2480;For any rating where the name of reviewer is the same as the director of the movie, return the reviewer name, movie title, and number of stars.
2481;What are the different reviewer names, movie titles, and stars for every rating where the reviewer had the same name as the director?
2486;For all directors who directed more than one movie, return the titles of all movies directed by them, along with the director name. Sort by director name, then movie title.
2487;For all directors who have directed more than one movie, what movies have they directed and what are their names?
2488;For directors who had more than one movie, return the titles and produced years of all movies directed by them.
2489;For each director who directed more than one movie, what are the titles and dates of release for all those movies?
2490;What are the names of the directors who made exactly one movie?
2491;What are the names of all directors who made one movie?
2492;What are the names of the directors who made exactly one movie excluding director NULL?
2493;What are the names of all directors who have made one movie except for the director named NULL?
2494;How many movie reviews does each director get?
2495;For each director, how many reviews have they received?
2500;What are the names and years of the movies that has the top 3 highest rating star?
2501;What are the names and years released for the movies with the top 3 highest ratings?
2510;What are the titles of all movies that have rating star is between 3 and 5?
2511;What are the titles of all movies that have between 3 and 5 stars?
2512;Find the names of reviewers who had given higher than 3 star ratings.
2513;What are the names of the reviewers who have rated a movie more than 3 stars before?
2518;Find the average rating star for each movie that received at least 2 ratings.
2519;For each movie that received more than 3 reviews, what is the average rating?
2522;Find the ids of reviewers who didn't only give 4 star.
2523;What are the ids of all reviewers who have not given 4 stars at least once?
2524;What are names of the movies that are either made after 2000 or reviewed by Brittany Harris?
2525;What are the names of all movies that were made after 2000 or reviewed by Brittany Harris?
2526;What are names of the movies that are either made before 1980 or directed by James Cameron?
2527;What are the names of all movies made before 1980 or had James Cameron as the director?
2532;How many counties are there?
2533;Count the number of countries.
2534;List the names of counties in descending order of population.
2535;What are the names of the counties of public safety, ordered by population descending?
2536;List the distinct police forces of counties whose location is not on east side.
2537;What are the different police forces of counties that are not located in the East?
2538;What are the minimum and maximum crime rate of counties?
2539;Return the minimum and maximum crime rates across all counties.
2540;Show the crime rates of counties in ascending order of number of police officers.
2541;What are the crime rates of counties sorted by number of offices ascending?
2542;What are the names of cities in ascending alphabetical order?
2543;Return the names of cities, ordered alphabetically.
2544;What are the percentage of hispanics in cities with the black percentage higher than 10?
2545;Return the hispanic percentage for cities in which the black percentage is greater than 10.
2546;List the name of the county with the largest population.
2547;What is the name of the county with the greatest population?
2548;List the names of the city with the top 5 white percentages.
2549;What are the names of the five cities with the greatest proportion of white people?
2550;Show names of cities and names of counties they are in.
2551;What are the names of cities, as well as the names of the counties they correspond to?
2552;Show white percentages of cities and the crime rates of counties they are in.
2553;What are the white percentages of cities, and the corresponding crime rates of the counties they correspond to?
2556;Show the number of cities in counties that have a population more than 20000.
2557;How many cities are in counties that have populations of over 20000?
2558;Show the crime rate of counties with a city having white percentage more than 90.
2559;What are the crime rates of counties that contain cities that have white percentages of over 90?
2560;Please show the police forces and the number of counties with each police force.
2561;How many counties correspond to each police force?
2562;What is the location shared by most counties?
2563;Which location has the most corresponding counties?
2568;Show the names of cities in counties that have a crime rate less than 100.
2569;What are the names of cities that are in counties that have a crime rate below 100?
2570;Show the case burden of counties in descending order of population.
2571;What are the case burdens of counties, ordered descending by population?
2604;Find the first and last names of people who payed more than the rooms' base prices.
2605;What are the first and last names of people who payed more than the rooms' base prices?
2642;Find the name of rooms whose base price is between 120 and 150.
2643;Which rooms cost between 120 and 150? Give me the room names.
2646;what are the details of the cmi masters that have the cross reference code 'Tax'?
2647;What is the cmi cross reference id that is related to at least one council tax entry? List the cross reference id and source system code.
2648;How many business rates are related to each cmi cross reference? List cross reference id, master customer id and the n
2653;How many different source system code for the cmi cross references are there?
2654;List all information about customer master index, and sort them by details in descending order.
2656;How many council taxes are collected for renting arrears ?
2657;What are the distinct cross reference source system codes which are related to the master customer details 'Gottlieb, Becker and Wyman'?
2659;Which distinct source system code includes the substring 'en'?
2660;How many parties are there?
2661;Count the number of parties.
2662;List the themes of parties in ascending order of number of hosts.
2663;What are the themes of parties ordered by the number of hosts in ascending manner?
2664;What are the themes and locations of parties?
2665;Give me the theme and location of each party.
2666;"Show the first year and last year of parties with theme ""Spring"" or ""Teqnology""."
2667;"What are the first year and last year of the parties whose theme is ""Spring"" or ""Teqnology""?"
2668;What is the average number of hosts for parties?
2669;Compute the average number of hosts for parties.
2670;What is the location of the party with the most hosts?
2671;Which party had the most hosts? Give me the party location.
2672;Show different nationalities along with the number of hosts of each nationality.
2673;How many hosts does each nationality have? List the nationality and the count.
2674;Show the most common nationality of hosts.
2675;Which nationality has the most hosts?
2678;Show the themes of parties and the names of the party hosts.
2679;For each party, return its theme and the name of its host.
2680;Show the locations of parties and the names of the party hosts in ascending order of the age of the host.
2681;For each party, find its location and the name of its host. Sort the result in ascending order of the age of the host.
2682;Show the locations of parties with hosts older than 50.
2683;Which parties have hosts of age above 50? Give me the party locations.
2684;Show the host names for parties with number of hosts greater than 20.
2685;Which parties have more than 20 hosts? Give me the host names for these parties.
2686;Show the name and the nationality of the oldest host.
2687;What are the name and the nationality of the host of the highest age?
2690;How many regions do we have?
2691;Count the number of regions.
2692;Show all region code and region name sorted by the codes.
2693;What are the codes and names for all regions, sorted by codes?
2694;List all region names in alphabetical order.
2695;What are the names of the regions in alphabetical order?
2696;Show names for all regions except for Denmark.
2697;Return the names of all regions other than Denmark.
2698;How many storms had death records?
2699;Count the number of storms in which at least 1 person died.
2700;List name, dates active, and number of deaths for all storms with at least 1 death.
2701;What are the names, dates active, and number of deaths for storms that had 1 or more death?
2702;Show the average and maximum damage for all storms with max speed higher than 1000.
2703;What is the average and maximum damage in millions for storms that had a max speed over 1000?
2706;List name and damage for all storms in a descending order of max speed.
2707;What are the names and damage in millions for storms, ordered by their max speeds descending?
2708;How many regions are affected?
2709;Count the number of different affected regions.
2712;Show the name for regions and the number of storms for each region.
2713;How many storms occured in each region?
2714;List the name for storms and the number of affected regions for each storm.
2715;How many regions were affected by each storm?
2716;What is the storm name and max speed which affected the greatest number of regions?
2717;Return the name and max speed of the storm that affected the most regions.
2724;What are the region names affected by the storm with a number of deaths of least 10?
2725;Return the names of the regions affected by storms that had a death count of at least 10.
2726;"Show all storm names affecting region ""Denmark""."
2727;What are the names of the storms that affected Denmark?
2728;Show the region name with at least two storms.
2729;What are the names of regions with two or more storms?
2730;Find the names of the regions which were affected by the storm that killed the greatest number of people.
2731;What are the names of regions that were affected by the storm in which the most people died?
2734;How many counties are there in total?
2735;Count the total number of counties.
2736;Show the county name and population of all counties.
2737;What are the name and population of each county?
2738;Show the average population of all counties.
2739;On average how large is the population of the counties?
2740;Return the maximum and minimum population among all counties.
2741;What are the maximum and minimum population of the counties?
2742;Show all the distinct districts for elections.
2743;What are the distinct districts for elections?
2744;"Show the zip code of the county with name ""Howard""."
2745;"What is the zip code the county named ""Howard"" is located in?"
2746;Show the delegate from district 1 in election.
2747;Who is the delegate of district 1 in the elections?
2748;Show the delegate and committee information of elections.
2749;What are the delegate and committee information for each election record?
2756;Show all the information about election.
2757;Return all the information for each election record.
2758;Show the delegates and the names of county they belong to.
2759;What are the delegate and name of the county they belong to, for each county?
2760;Which delegates are from counties with population smaller than 100000?
2761;Find the delegates who are from counties with population below 100000.
2762;How many distinct delegates are from counties with population larger than 50000?
2763;Count the number of distinct delegates who are from counties with population above 50000.
2764;"What are the names of the county that the delegates on ""Appropriations"" committee belong to?"
2765;"Which county do the delegates on ""Appropriations"" committee belong to? Give me the county names."
2766;Show the delegates and the names of the party they belong to.
2767;For each delegate, find the names of the party they are part of.
2768;Who were the governors of the parties associated with delegates from district 1?
2769;Find the parties associated with the delegates from district 1. Who served as governors of the parties?
2770;Who were the comptrollers of the parties associated with the delegates from district 1 or district 2?
2771;Find the parties associated with the delegates from district 1 or 2. Who served as comptrollers of the parties?
2772;Return all the committees that have delegates from Democratic party.
2773;Which committees have delegates from the Democratic party?
2774;Show the name of each county along with the corresponding number of delegates from that county.
2775;For each county, find the name of the county and the number of delegates from that county.
2778;Return the names of all counties sorted by population in ascending order.
2779;Sort the names of all counties in ascending order of population.
2780;Return the names of all counties sorted by county name in descending alphabetical order.
2781;Sort the names of all counties in descending alphabetical order.
2782;Show the name of the county with the biggest population.
2783;Which county has the largest population? Give me the name of the county.
2784;Show the 3 counties with the smallest population.
2785;What are the 3 counties that have the smallest population? Give me the county names.
2786;Show the names of counties that have at least two delegates.
2787;Which counties have two or more delegates? Give me the county names.
2802;How many journalists are there?
2803;List the names of journalists in ascending order of years working.
2804;What are the nationalities and ages of journalists?
2805;"Show the names of journalists from ""England"" or ""Wales""."
2806;What is the average number of years spent working as a journalist?
2807;What is the nationality of the journalist with the largest number of years working?
2808;Show the different nationalities and the number of journalists of each nationality.
2809;Show the most common nationality for journalists.
2811;Show the dates, places, and names of events in descending order of the attendance.
2812;Show the names of journalists and the dates of the events they reported.
2813;Show the names of journalists and the names of the events they reported in ascending order
2814;Show the names of journalists and the number of events they reported.
2815;Show the names of journalists that have reported more than one event.
2817;what are the average and maximum attendances of all events?
2819;List the event venues and names that have the top 2 most number of people attended.
2844;Find the number of customers in total.
2845;How many different payment methods are there?
2846;Show the details of all trucks in the order of their license number.
2847;Find the name of the most expensive product.
2849;List the names and emails of customers who payed by Visa card.
2850;Find the names and phone numbers of customers living in California state.
2852;List the names, phone numbers, and emails of all customers sorted by their dates of becoming customers.
2853;Find the name of the first 5 customers.
2854;Find the payment method that is used most frequently.
2855;List the names of all routes in alphabetic order.
2856;Find the name of route that has the highest number of deliveries.
2857;List the state names and the number of customers living in each state.
2858;How many authors are there?
2859;Count the number of authors.
2860;How many institutions are there?
2861;Count the number of institutions.
2862;How many papers are published in total?
2863;Count the number of total papers.
2864;"What are the titles of papers published by ""Jeremy Gibbons""?"
2865;"Find the titles of all the papers written by ""Jeremy Gibbons"""
2866;"Find all the papers published by ""Aaron Turon""."
2867;"Find the titles of all the papers written by ""Aaron Turon""."
2868;"How many papers have ""Atsushi Ohori"" published?"
2869;"How many papers are ""Atsushi Ohori"" the author of?"
2870;"What is the name of the institution that ""Matthias Blume"" belongs to?"
2871;"Which institution is the author ""Matthias Blume"" belong to? Give me the name of the institution."
2872;"Which institution does ""Katsuhiro Ueno"" belong to?"
2873;"What is the name of the institution the author ""Katsuhiro Ueno"" belongs to?"
2874;"Who belong to the institution ""University of Oxford""? Show the first names and last names."
2875;"Find the first names and last names of the authors whose institution affiliation is ""University of Oxford""."
2876;"Which authors belong to the institution ""Google""? Show the first names and last names."
2877;"Find the first names and last names of the authors whose institution affiliation is ""Google""."
2878;"What are the last names of the author of the paper titled ""Binders Unbound""?"
2879;"Who is the author of the paper titled ""Binders Unbound""? Give me the last name."
2880;"Find the first and last name of the author(s) who wrote the paper ""Nameless, Painless""."
2881;"What are the first and last name of the author who published the paper titled ""Nameless, Painless""?"
2882;"What are the papers published under the institution ""Indiana University""?"
2883;"List the titles of the papers whose authors are from the institution ""Indiana University""."
2884;"Find all the papers published by the institution ""Google""."
2885;"Which papers were written by authors from the institution ""Google""?"
2886;"How many papers are published by the institution ""Tokohu University""?"
2887;"Find the number of papers published by authors from the institution ""Tokohu University""."
2888;"Find the number of papers published by the institution ""University of Pennsylvania""."
2889;"How many papers are written by authors from the institution ""University of Pennsylvania""?"
2890;"Find the papers which have ""Olin Shivers"" as an author."
2891;"Which papers did the author ""Olin Shivers"" write? Give me the paper titles."
2892;"Which papers have ""Stephanie Weirich"" as an author?"
2893;"Find the titles of the papers the author ""Stephanie Weirich"" wrote."
2894;"Which paper is published in an institution in ""USA"" and have ""Turon"" as its second author?"
2895;"Find papers whose second author has last name ""Turon"" and is affiliated with an institution in the country ""USA""."
2896;"Find the titles of papers whose first author is affiliated with an institution in the country ""Japan"" and has last name ""Ohori""?"
2897;"Which papers' first author is affiliated with an institution in the country ""Japan"" and has last name ""Ohori""? Give me the titles of the papers."
2898;What is the last name of the author that has published the most papers?
2899;Which author has written the most papers? Find his or her last name.
2900;Retrieve the country that has published the most papers.
2901;Find the country that the most papers are affiliated with.
2902;Find the name of the organization that has published the largest number of papers.
2903;Which institution has the most papers? Find the name of the institution.
2904;"Find the titles of the papers that contain the word ""ML""."
2905;"Which papers have the substring ""ML"" in their titles? Return the titles of the papers."
2906;"Which paper's title contains the word ""Database""?"
2907;"Which papers have the substring ""Database"" in their titles? Show the titles of the papers."
2908;"Find the first names of all the authors who have written a paper with title containing the word ""Functional""."
2909;"Who has written a paper that has the word ""Functional"" in its title? Return the first names of the authors."
2910;"Find the last names of all the authors that have written a paper with title containing the word ""Monadic""."
2911;"Which authors have written a paper with title containing the word ""Monadic""? Return their last names."
2914;"What is the first name of the author with last name ""Ueno""?"
2915;"Which authors have last name ""Ueno""? List their first names."
2916;"Find the last name of the author with first name ""Amal""."
2917;"Which authors have first name ""Amal""? List their last names."
2918;Find the first names of all the authors ordered in alphabetical order.
2919;Sort the first names of all the authors in alphabetical order.
2920;Retrieve all the last names of authors in alphabetical order.
2921;Give me a list of all the last names of authors sorted in alphabetical order
2922;Retrieve all the first and last names of authors in the alphabetical order of last names.
