2329;What are the campuses that opened in 1958?;Какие кампусы были открыты в 1958 году?
2330;Find the name of the campuses opened before 1800.;Найдите название университетских городков, открытых до 1800 года.
2331;What campuses opened before 1800?;Какие университетские городки были открыты до 1800 года?
2332;Which campus was opened between 1935 and 1939?;Какой кампус был открыт в период с 1935 по 1939 год?
2333;What campuses opened between 1935 and 1939?;Какие университетские городки были открыты в период с 1935 по 1939 год?
2334;Find the name of the campuses that is in Northridge, Los Angeles or in San Francisco, San Francisco.;Найдите название университетского городка, который находится в Нортридже (Лос-Анджелес) или в Сан-Франциско (Сан-Франциско).
2335;What campuses are located in Northridge, Los Angeles or in San Francisco, San Francisco?;Какие кампусы расположены в Нортридже, Лос-Анджелес, или в Сан-Франциско, Сан-Франциско?
2344;Which university is in Los Angeles county and opened after 1950?;Какой университет находится в округе Лос-Анджелес и был открыт после 1950 года?
2345;What campuses are located in Los Angeles county and opened after 1950?;Какие кампусы расположены в округе Лос-Анджелес и открыты после 1950 года?
2350;Which campus has the most faculties in year 2003?;В каком кампусе больше всего факультетов в 2003 году?
2351;What campus has the most faculties in 2003?;В каком кампусе в 2003 году было больше всего факультетов?
2352;Find the average fee on a CSU campus in 1996;Найдите среднюю плату за обучение в кампусе CSU в 1996 году
2353;What is the average fee for a CSU campus in the year of 1996?;Какова средняя плата за обучение в кампусе CSU в 1996 году?
2354;What is the average fee on a CSU campus in 2005?;Какова средняя плата за обучение в кампусе CSU в 2005 году?
2355;What is the average fee for a CSU campus in the year of 2005?;Какова средняя плата за обучение в кампусе CSU в 2005 году?
2356;report the total number of degrees granted between 1998 and 2002.;Сообщите общее количество ученых степеней, присвоенных в период с 1998 по 2002 год.
2357;how many degrees were conferred between 1998 and 2002?;сколько ученых степеней было присвоено в период с 1998 по 2002 год?
2358;For each Orange county campus, report the number of degrees granted after 2000.;Для каждого кампуса округа Оранж укажите количество степеней, присвоенных после 2000 года.
2359;What is the total number of degrees granted after 2000 for each Orange county campus?;Каково общее количество степеней, присвоенных после 2000 года, в каждом кампусе округа Оранж?
2364;How many campuses are there in Los Angeles county?;Сколько университетских городков находится в округе Лос-Анджелес?
2365;How many campuses exist are in the county of LA?;Сколько университетских городков находится в округе Лос-Анджелес?
2366;List the campuses in Los Angeles county.;Перечислите университетские городки в округе Лос-Анджелес.
2367;What campuses are in Los Angeles county?;Какие кампусы находятся в округе Лос-Анджелес?
2384;"How many undergraduates are there in ""San Jose State University"" in year 2004?";"Сколько студентов учится в ""Государственном университете Сан-Хосе"" в 2004 году?"
2385;How many undergraduates are there at San Jose State;Сколько студентов учится в университете Сан-Хосе.
2386;"What is the number of graduates in ""San Francisco State University"" in year 2004?";"Каково количество выпускников в ""Государственном университете Сан-Франциско"" в 2004 году?"
2387;How many people graduated from San Francisco State University in 2004?;Сколько человек окончили Государственный университет Сан-Франциско в 2004 году?
2388;"What is the campus fee of ""San Francisco State University"" in year 2000?";Сколько стоит кампус Государственного университета Сан-Франциско в 2000 году?
2389;In the year 2000, what is the campus fee for San Francisco State University?;Какова в 2000 году плата за проживание в кампусе Государственного университета Сан-Франциско?
2390;"Find the campus fee of ""San Jose State University"" in year 2000.";"Найдите стоимость проживания в кампусе ""Государственного университета Сан-Хосе"" в 2000 году."
2391;What is the campus fee in the year 2000 for San Jose State University?;Какова плата за обучение в Университете Сан-Хосе в 2000 году?
2392;How many CSU campuses are there?;Сколько всего кампусов в CSU?
2393;What is the total number of campuses?;Каково общее количество кампусов?
2394;How many candidates are there?;Сколько кандидатов?
2395;Count the number of candidates.;Подсчитайте количество кандидатов.
2396;Which poll resource provided the most number of candidate information?;Какой опросный ресурс предоставил наибольшее количество информации о кандидатах?
2397;Return the poll resource associated with the most candidates.;Возвращает ресурс опроса, связанный с наибольшим количеством кандидатов.
2398;what are the top 3 highest support rates?;Каковы 3 самых высоких показателя поддержки?
2399;Return the top 3 greatest support rates.;Верните 3 самых высоких показателя поддержки.
2406;List all people names in the order of their date of birth from old to young.;Перечислите имена всех людей в порядке возрастания даты их рождения - от старого к молодому.
2407;What are the names of all people, ordered by their date of birth?;Как называются все люди, упорядоченные по дате их рождения?
2408;Find the average height and weight for all males (sex is M).;Найдите средний рост и вес всех мужчин (пол - M).
2409;What are the average height and weight across males (sex is M)?;Каковы средние рост и вес мужчин (пол - M)?
2410;find the names of people who are taller than 200 or lower than 190.;найдите имена людей, рост которых выше 200 или ниже 190.
2411;What are the names of people who have a height greater than 200 or less than 190?;Как называются люди, чей рост больше 200 или меньше 190?
2412;Find the average and minimum weight for each gender.;Найдите средний и минимальный вес для каждого пола.
2413;What are the average and minimum weights for people of each sex?;Каков средний и минимальный вес людей каждого пола?
2424;how many people are there whose weight is higher than 85 for each gender?;сколько людей, чей вес превышает 85 для каждого пола?
2425;Count the number of people of each sex who have a weight higher than 85.;Подсчитайте количество людей каждого пола, чей вес превышает 85.
2432;List all info about all people.;Перечислите всю информацию обо всех людях.
2433;What is all the information about all people?;Что такое информация обо всех людях?
2434;Find the titles of all movies directed by steven spielberg.;Найдите названия всех фильмов режиссера Стивена Спилберга.
2435;What are the names of all movies directed by Steven Spielberg?;Как называются все фильмы, снятые Стивеном Спилбергом?
2436;What is the name of the movie produced after 2000 and directed by James Cameron?;Как называется фильм, снятый после 2000 года режиссером Джеймсом Кэмероном?
2437;What are the titles of all movies that James Cameron directed after 2000?;Как называются все фильмы, снятые Джеймсом Кэмероном после 2000 года?
2438;How many movies were made before 2000?;Сколько фильмов было снято до 2000 года?
2439;How many movies were made before 2000?;Сколько фильмов было снято до 2000 года?
2440;Who is the director of movie Avatar?;"Кто является режиссером фильма ""Аватар""?"
2441;Who directed Avatar?;"Кто был режиссером ""Аватара""?"
2442;How many reviewers listed?;Сколько рецензентов в списке?
2443;How many reviewers are there?;Сколько рецензентов?
2444;What is the id of the reviewer whose name has substring “Mike”?;"Каков идентификатор рецензента, чье имя содержит подстроку ""Mike""?"
2445;"What is the id of the reviewer whose name includes the word ""Mike""?";"Каков идентификатор рецензента, чье имя включает слово ""Майк""?"
2446;What is the reviewer id of Daniel Lewis?;Каков идентификатор рецензента Дэниел Льюис?
2447;What is the id of the reviewer named Daniel Lewis?;Как зовут Дэниела Льюиса?
2448;What is the total number of ratings that has more than 3 stars?;Каково общее количество оценок, имеющих более 3 звезд?
2449;How many movie ratings have more than 3 stars?;Сколько фильмов имеют более 3 звезд?
2450;What is the lowest and highest rating star?;Какова самая низкая и самая высокая звезда рейтинга?
2451;What is the maximum and mininum number of stars a rating can receive?;Какое максимальное и минимальное количество звезд может получить рейтинг?
2454;What are the names of directors who directed movies with 5 star rating? Also return the title of these movies.;Назовите имена режиссеров, снявших фильмы с рейтингом 5 звезд? Также верните название этих фильмов.
2455;What are the names of the directors who created a movie with a 5 star rating, and what was the name of those movies?;Назовите имена режиссеров, создавших фильм с рейтингом 5 звезд, и как они назывались?
2456;What is the average rating star for each reviewer?;Какова средняя звезда рейтинга для каждого рецензента?
2457;What is the average number of stars that each reviewer awards for a movie?;Какое среднее количество звезд присуждает фильму каждый рецензент?
2472;Return reviewer name, movie title, stars, and ratingDate. And sort the data first by reviewer name, then by movie title, and lastly by number of stars.;Возвращает имя рецензента, название фильма, звезды и рейтингДата. Отсортируйте данные сначала по имени рецензента, затем по названию фильма и в последнюю очередь по количеству звезд.
2473;What is the reviewer name, film title, movie rating, and rating date  for every movie ordered by reviewer name, movie title, then finally rating?;Назовите имя рецензента, название фильма, рейтинг фильма и дату рейтинга для каждого фильма, упорядоченного по имени рецензента, названию фильма и, наконец, рейтингу?
2476;Find the names of all reviewers who rated Gone with the Wind.;"Найдите имена всех рецензентов, которые поставили оценку фильму ""Унесенные ветром""."
2477;What are the names of all the different reviewers who rates Gone with the Wind?;"Как зовут всех рецензентов, которые оценивали ""Унесенные ветром""?"
2478;Find the names of all directors whose movies are rated by Sarah Martinez.;Найдите имена всех режиссеров, чьи фильмы оценила Сара Мартинез.
2479;What are the names of all directors whose movies have been reviewed by Sarah Martinez?;Назовите имена всех режиссеров, чьи фильмы были отрецензированы Сарой Мартинес?
2480;For any rating where the name of reviewer is the same as the director of the movie, return the reviewer name, movie title, and number of stars.;Для любого рейтинга, в котором имя рецензента совпадает с именем режиссера фильма, верните имя рецензента, название фильма и количество звезд.
2481;What are the different reviewer names, movie titles, and stars for every rating where the reviewer had the same name as the director?;Каковы разные имена рецензентов, названия фильмов и звезды для каждого рейтинга, в котором рецензент носил то же имя, что и режиссер?
2486;For all directors who directed more than one movie, return the titles of all movies directed by them, along with the director name. Sort by director name, then movie title.;Для всех режиссеров, снявших более одного фильма, верните названия всех фильмов, снятых ими, вместе с именем режиссера. Сортировка по имени режиссера, затем по названию фильма.
2487;For all directors who have directed more than one movie, what movies have they directed and what are their names?;Для всех режиссеров, снявших более одного фильма, укажите, какие фильмы они сняли и как их зовут?
2488;For directors who had more than one movie, return the titles and produced years of all movies directed by them.;Для режиссеров, снявших более одного фильма, укажите названия и годы производства всех фильмов, в которых они снимались.
2489;For each director who directed more than one movie, what are the titles and dates of release for all those movies?;Для каждого режиссера, снявшего более одного фильма, укажите названия и даты выхода всех этих фильмов?
2490;What are the names of the directors who made exactly one movie?;Назовите имена режиссеров, снявших ровно один фильм?
2491;What are the names of all directors who made one movie?;Назовите имена всех режиссеров, снявших один фильм?
2492;What are the names of the directors who made exactly one movie excluding director NULL?;Назовите имена режиссеров, снявших ровно один фильм, не считая режиссера NULL?
2493;What are the names of all directors who have made one movie except for the director named NULL?;Назовите имена всех режиссеров, снявших один фильм, кроме режиссера по имени NULL?
2494;How many movie reviews does each director get?;Сколько кинорецензий получает каждый режиссер?
2495;For each director, how many reviews have they received?;Сколько рецензий получил каждый режиссер?
2500;What are the names and years of the movies that has the top 3 highest rating star?;Назовите названия и годы выпуска фильмов, в которых есть 3 звезды с самым высоким рейтингом?
2501;What are the names and years released for the movies with the top 3 highest ratings?;Назовите названия и годы выпуска фильмов с тремя самыми высокими рейтингами?
2510;What are the titles of all movies that have rating star is between 3 and 5?;Назовите названия всех фильмов, которые имеют рейтинг от 3 до 5 звезд?
2511;What are the titles of all movies that have between 3 and 5 stars?;Назовите названия всех фильмов, получивших от 3 до 5 звезд?
2512;Find the names of reviewers who had given higher than 3 star ratings.;Найдите имена рецензентов, которые поставили оценку выше 3 звезд.
2513;What are the names of the reviewers who have rated a movie more than 3 stars before?;Назовите имена рецензентов, которые ранее оценили фильм более чем на 3 звезды?
2518;Find the average rating star for each movie that received at least 2 ratings.;Найдите среднюю звезду рейтинга для каждого фильма, получившего не менее 2 оценок.
2519;For each movie that received more than 3 reviews, what is the average rating?;Для каждого фильма, получившего более 3 рецензий, какова средняя оценка?
2522;Find the ids of reviewers who didn't only give 4 star.;Найдите имена рецензентов, которые поставили не только 4 звезды.
2523;What are the ids of all reviewers who have not given 4 stars at least once?;Назовите имена всех рецензентов, которые хотя бы раз не поставили 4 звезды?
2524;What are names of the movies that are either made after 2000 or reviewed by Brittany Harris?;Как называются фильмы, которые были сняты после 2000 года или на которые рецензировала Бриттани Харрис?
2525;What are the names of all movies that were made after 2000 or reviewed by Brittany Harris?;Назовите все фильмы, которые были сняты после 2000 года и на которые писала рецензия Бриттани Харрис?
2526;What are names of the movies that are either made before 1980 or directed by James Cameron?;Как называются фильмы, снятые до 1980 года или снятые Джеймсом Кэмероном?
2527;What are the names of all movies made before 1980 or had James Cameron as the director?;Как называются все фильмы, снятые до 1980 года, режиссером которых был Джеймс Кэмерон?
2532;How many counties are there?;Сколько здесь округов?
2533;Count the number of countries.;Подсчитайте количество стран.
2534;List the names of counties in descending order of population.;Перечислите названия округов в порядке убывания численности населения.
2535;What are the names of the counties of public safety, ordered by population descending?;Как называются округа общественной безопасности, упорядоченные по убыванию численности населения?
2536;List the distinct police forces of counties whose location is not on east side.;Перечислите отдельные полицейские силы округов, расположенных не на восточной стороне.
2537;What are the different police forces of counties that are not located in the East?;Чем отличаются полицейские силы графств, не расположенных на Востоке?
2538;What are the minimum and maximum crime rate of counties?;Каковы минимальный и максимальный уровень преступности в округах?
2539;Return the minimum and maximum crime rates across all counties.;Верните минимальный и максимальный уровень преступности по всем округам.
2540;Show the crime rates of counties in ascending order of number of police officers.;Покажите уровень преступности в округах в порядке возрастания количества полицейских.
2541;What are the crime rates of counties sorted by number of offices ascending?;Каков уровень преступности в округах, отсортированных по количеству офисов в порядке возрастания?
2542;What are the names of cities in ascending alphabetical order?;Как называются города в порядке возрастания алфавита?
2543;Return the names of cities, ordered alphabetically.;Возвращает названия городов, упорядоченные в алфавитном порядке.
2544;What are the percentage of hispanics in cities with the black percentage higher than 10?;Каков процент испаноязычных в городах, где процент чернокожих превышает 10?
2545;Return the hispanic percentage for cities in which the black percentage is greater than 10.;Возвращает процент испаноязычных для городов, в которых процент чернокожих больше 10.
2546;List the name of the county with the largest population.;Укажите название округа с наибольшей численностью населения.
2547;What is the name of the county with the greatest population?;Как называется округ с наибольшей численностью населения?
2548;List the names of the city with the top 5 white percentages.;Перечислите названия городов, в которых проживает 5 самых белых.
2549;What are the names of the five cities with the greatest proportion of white people?;Как называются пять городов с наибольшей долей белого населения?
2550;Show names of cities and names of counties they are in.;Покажите названия городов и названия округов, в которых они находятся.
2551;What are the names of cities, as well as the names of the counties they correspond to?;Как называются города, а также графства, которым они соответствуют?
2552;Show white percentages of cities and the crime rates of counties they are in.;Покажите процентное соотношение белых в городах и уровень преступности в округах, в которых они находятся.
2553;What are the white percentages of cities, and the corresponding crime rates of the counties they correspond to?;Каков процент белого населения в городах и соответствующий уровень преступности в округах, которым они соответствуют?
2556;Show the number of cities in counties that have a population more than 20000.;Покажите количество городов в округах с населением более 20000 человек.
2557;How many cities are in counties that have populations of over 20000?;Сколько городов находится в округах с населением более 20000 человек?
2558;Show the crime rate of counties with a city having white percentage more than 90.;Покажите уровень преступности в округах с городом, в котором процент белых превышает 90.
2559;What are the crime rates of counties that contain cities that have white percentages of over 90?;Каков уровень преступности в округах, где расположены города с долей белого населения более 90?
2560;Please show the police forces and the number of counties with each police force.;Пожалуйста, укажите полицейские силы и количество графств, в которых есть каждая полицейская сила.
2561;How many counties correspond to each police force?;Сколько округов соответствует каждому полицейскому подразделению?
2562;What is the location shared by most counties?;Какое место является общим для большинства округов?
2563;Which location has the most corresponding counties?;В каком месте находится больше всего соответствующих округов?
2568;Show the names of cities in counties that have a crime rate less than 100.;Покажите названия городов в округах, где уровень преступности не превышает 100.
2569;What are the names of cities that are in counties that have a crime rate below 100?;Как называются города, расположенные в округах, где уровень преступности ниже 100?
2570;Show the case burden of counties in descending order of population.;Покажите бремя дел в округах в порядке убывания численности населения.
2571;What are the case burdens of counties, ordered descending by population?;Каково бремя дел в округах в порядке убывания численности населения?
2604;Find the first and last names of people who payed more than the rooms' base prices.;Найдите имена и фамилии людей, которые заплатили больше, чем базовая стоимость номеров.
2605;What are the first and last names of people who payed more than the rooms' base prices?;Назовите имена и фамилии людей, которые заплатили больше, чем базовая стоимость номеров?
2642;Find the name of rooms whose base price is between 120 and 150.;Найдите название номеров, базовая цена которых находится в диапазоне от 120 до 150.
2643;Which rooms cost between 120 and 150? Give me the room names.;Какие номера стоят от 120 до 150? Дайте мне названия номеров.
2646;what are the details of the cmi masters that have the cross reference code 'Tax'?;"каковы сведения о мастерах cmi, имеющих код перекрестной ссылки ""налог""?"
2647;What is the cmi cross reference id that is related to at least one council tax entry? List the cross reference id and source system code.;Какой идентификатор перекрестной ссылки cmi связан хотя бы с одной записью налога на прибыль? Укажите идентификатор перекрестной ссылки и код исходной системы.
2648;How many business rates are related to each cmi cross reference? List cross reference id, master customer id and the n;Сколько бизнес-тарифов связано с каждой перекрестной ссылкой cmi? Перечислите идентификатор перекрестной ссылки, идентификатор основного клиента и n
2653;How many different source system code for the cmi cross references are there?;Сколько существует различных исходных системных кодов для перекрестных ссылок cmi?
2654;List all information about customer master index, and sort them by details in descending order.;Перечислите все сведения об основном индексе клиента и отсортируйте их по деталям в порядке убывания.
2656;How many council taxes are collected for renting arrears ?;Сколько налогов взимается за долги по квартплате?
2657;What are the distinct cross reference source system codes which are related to the master customer details 'Gottlieb, Becker and Wyman'?;Какие отдельные коды системы перекрестных ссылок связаны с основными данными клиента 'Gottlieb, Becker and Wyman'?
2659;Which distinct source system code includes the substring 'en'?;Какой отдельный код исходной системы включает подстроку 'en'?
2660;How many parties are there?;Сколько всего партий?
2661;Count the number of parties.;Подсчитайте количество вечеринок.
2662;List the themes of parties in ascending order of number of hosts.;Перечислите темы вечеринок в порядке возрастания количества ведущих.
2663;What are the themes of parties ordered by the number of hosts in ascending manner?;Какие темы партий упорядочены по количеству ведущих в порядке возрастания?
2664;What are the themes and locations of parties?;Каковы темы и места проведения вечеринок?
2665;Give me the theme and location of each party.;Укажите тему и место проведения каждой вечеринки.
2666;"Show the first year and last year of parties with theme ""Spring"" or ""Teqnology"".";"Покажите первый и последний год вечеринок с темой ""Весна"" или ""Технология""."
2667;"What are the first year and last year of the parties whose theme is ""Spring"" or ""Teqnology""?";"Каковы первый и последний год вечеринок, темой которых является ""Весна"" или ""Технология""?"
2668;What is the average number of hosts for parties?;Каково среднее количество хозяев на вечеринках?
2669;Compute the average number of hosts for parties.;Вычислите среднее количество хозяев для вечеринок.
2670;What is the location of the party with the most hosts?;В каком месте вечеринки больше всего хозяев?
2671;Which party had the most hosts? Give me the party location.;На какой вечеринке было больше всего хозяев? Назовите место проведения вечеринки.
2672;Show different nationalities along with the number of hosts of each nationality.;Покажите разные национальности и количество хозяев каждой национальности.
2673;How many hosts does each nationality have? List the nationality and the count.;Сколько хозяев у каждой национальности? Укажите национальность и количество.
2674;Show the most common nationality of hosts.;Покажите наиболее распространенную национальность хозяев.
2675;Which nationality has the most hosts?;У какой национальности больше всего хозяев?
2678;Show the themes of parties and the names of the party hosts.;Покажите темы вечеринок и имена их хозяев.
2679;For each party, return its theme and the name of its host.;Для каждой вечеринки укажите ее тему и имя ведущего.
2680;Show the locations of parties and the names of the party hosts in ascending order of the age of the host.;Покажите места проведения вечеринок и имена хозяев вечеринок в порядке возрастания возраста хозяина.
2681;For each party, find its location and the name of its host. Sort the result in ascending order of the age of the host.;Для каждой вечеринки найдите ее местоположение и имя ведущего. Отсортируйте результаты в порядке возрастания возраста ведущего.
2682;Show the locations of parties with hosts older than 50.;Покажите места проведения вечеринок с хозяевами старше 50 лет.
2683;Which parties have hosts of age above 50? Give me the party locations.;На каких вечеринках есть ведущие старше 50 лет? Назовите места проведения вечеринок.
2684;Show the host names for parties with number of hosts greater than 20.;Покажите имена хозяев для вечеринок с числом хозяев более 20.
2685;Which parties have more than 20 hosts? Give me the host names for these parties.;На каких вечеринках больше 20 ведущих? Назовите имена ведущих для этих партий.
2686;Show the name and the nationality of the oldest host.;Покажите имя и национальность самого старого хозяина.
2687;What are the name and the nationality of the host of the highest age?;Назовите имя и национальность носителя высшего возраста.
2690;How many regions do we have?;Сколько у нас регионов?
2691;Count the number of regions.;Подсчитайте количество регионов.
2692;Show all region code and region name sorted by the codes.;Показать все коды регионов и названия регионов, отсортированные по кодам.
2693;What are the codes and names for all regions, sorted by codes?;Каковы коды и названия всех регионов, отсортированные по кодам?
2694;List all region names in alphabetical order.;Перечислите все названия регионов в алфавитном порядке.
2695;What are the names of the regions in alphabetical order?;Как называются регионы в алфавитном порядке?
2696;Show names for all regions except for Denmark.;Показать названия для всех регионов, кроме Дании.
2697;Return the names of all regions other than Denmark.;Верните названия всех регионов, кроме Дании.
2698;How many storms had death records?;Сколько штормов имели записи о смерти?
2699;Count the number of storms in which at least 1 person died.;Подсчитайте количество штормов, во время которых погиб хотя бы один человек.
2700;List name, dates active, and number of deaths for all storms with at least 1 death.;Укажите название, даты активности и количество погибших для всех штормов, в которых погиб хотя бы один человек.
2701;What are the names, dates active, and number of deaths for storms that had 1 or more death?;Каковы названия, даты активности и количество смертей для штормов, в которых погибло 1 или более человек?
2702;Show the average and maximum damage for all storms with max speed higher than 1000.;Покажите средний и максимальный урон для всех штормов с максимальной скоростью выше 1000.
2703;What is the average and maximum damage in millions for storms that had a max speed over 1000?;Каков средний и максимальный ущерб в миллионах для штормов с максимальной скоростью более 1000?
2706;List name and damage for all storms in a descending order of max speed.;Перечислите названия и повреждения для всех штормов в порядке убывания максимальной скорости.
2707;What are the names and damage in millions for storms, ordered by their max speeds descending?;Каковы названия и ущерб в миллионах для штормов, упорядоченных по их максимальной скорости спуска?
2708;How many regions are affected?;Сколько регионов затронуто?
2709;Count the number of different affected regions.;Подсчитайте количество различных пострадавших регионов.
2712;Show the name for regions and the number of storms for each region.;Покажите названия регионов и количество штормов для каждого региона.
2713;How many storms occured in each region?;Сколько штормов произошло в каждом регионе?
2714;List the name for storms and the number of affected regions for each storm.;Укажите название штормов и количество пострадавших регионов для каждого из них.
2715;How many regions were affected by each storm?;Сколько регионов пострадало от каждого урагана?
2716;What is the storm name and max speed which affected the greatest number of regions?;Назовите название и максимальную скорость шторма, который затронул наибольшее количество регионов?
2717;Return the name and max speed of the storm that affected the most regions.;Верните название и максимальную скорость шторма, который затронул больше всего регионов.
2724;What are the region names affected by the storm with a number of deaths of least 10?;Как называются регионы, пострадавшие от урагана, в которых погибло не менее 10 человек?
2725;Return the names of the regions affected by storms that had a death count of at least 10.;Верните названия регионов, пострадавших от ураганов, в которых погибло не менее 10 человек.
2726;"Show all storm names affecting region ""Denmark"".";"Показать все названия штормов, влияющих на регион ""Дания""."
2727;What are the names of the storms that affected Denmark?;Как называются штормы, которые обрушились на Данию?
2728;Show the region name with at least two storms.;Покажите название региона с помощью не менее двух штормов.
2729;What are the names of regions with two or more storms?;Как называются регионы с двумя и более штормами?
2730;Find the names of the regions which were affected by the storm that killed the greatest number of people.;Найдите названия регионов, пострадавших от урагана, в котором погибло больше всего людей.
2731;What are the names of regions that were affected by the storm in which the most people died?;Как называются регионы, пострадавшие от урагана, в котором погибло больше всего людей?
2734;How many counties are there in total?;Сколько всего графств в стране?
2735;Count the total number of counties.;Подсчитайте общее количество округов.
2736;Show the county name and population of all counties.;Покажите название округа и численность населения всех округов.
2737;What are the name and population of each county?;Каковы название и население каждого округа?
2738;Show the average population of all counties.;Покажите среднюю численность населения всех округов.
2739;On average how large is the population of the counties?;Какова средняя численность населения в округах?
2740;Return the maximum and minimum population among all counties.;Верните максимальную и минимальную численность населения среди всех округов.
2741;What are the maximum and minimum population of the counties?;Какова максимальная и минимальная численность населения в округах?
2742;Show all the distinct districts for elections.;Покажите все отдельные округа для выборов.
2743;What are the distinct districts for elections?;Что такое избирательные округа?
2744;"Show the zip code of the county with name ""Howard"".";"Покажите почтовый индекс округа с названием ""Говард""."
2745;"What is the zip code the county named ""Howard"" is located in?";"В каком почтовом индексе находится округ под названием ""Говард""?"
2746;Show the delegate from district 1 in election.;Покажите делегата от округа 1 на выборах.
2747;Who is the delegate of district 1 in the elections?;Кто является делегатом от округа 1 на выборах?
2748;Show the delegate and committee information of elections.;Покажите информацию о выборах делегатов и комитетов.
2749;What are the delegate and committee information for each election record?;Какова информация о делегатах и комитетах для каждого избирательного протокола?
2756;Show all the information about election.;Покажите всю информацию о выборах.
2757;Return all the information for each election record.;Верните всю информацию для каждой записи о выборах.
